Loading vocab...
token_vocab: 8393, post_vocab: 146, pos_vocab: 19, dep_vocab: 51, pol_vocab: 3
cuda memory allocated: 1847369728
n_trainable_params: 210453, n_nontrainable_params: 2517900
training arguments:
>>> model_name: dualgcn
>>> dataset: mams
>>> optimizer: <class 'torch.optim.adam.Adam'>
>>> initializer: <function xavier_uniform_ at 0x7f6ce83d3940>
>>> learning_rate: 1e-05
>>> l2reg: 0.0001
>>> num_epoch: 50
>>> batch_size: 16
>>> log_step: 5
>>> embed_dim: 300
>>> post_dim: 30
>>> pos_dim: 30
>>> hidden_dim: 50
>>> num_layers: 2
>>> polarities_dim: 3
>>> input_dropout: 0.7
>>> gcn_dropout: 0.1
>>> lower: True
>>> direct: False
>>> loop: True
>>> bidirect: True
>>> rnn_hidden: 50
>>> rnn_layers: 1
>>> rnn_dropout: 0.1
>>> attention_heads: 1
>>> max_length: 85
>>> device: cuda:0
>>> seed: 1000
>>> weight_decay: 0.0
>>> vocab_dir: ./DualGCN/dataset/MAMS_stanza
>>> pad_id: 0
>>> parseadj: True
>>> parsehead: False
>>> cuda: 0
>>> losstype: doubleloss
>>> alpha: 0.2
>>> beta: 0.3
>>> pretrained_bert_name: bert-base-uncased
>>> adam_epsilon: 1e-08
>>> bert_dim: 768
>>> bert_dropout: 0.3
>>> diff_lr: False
>>> bert_lr: 2e-05
>>> model_class: <class 'models.dualgcn.DualGCNClassifier'>
>>> dataset_file: {'train': './DualGCN/dataset/MAMS_stanza/train.json', 'test': './DualGCN/dataset/MAMS_stanza/test.json'}
>>> inputs_cols: ['text', 'aspect', 'pos', 'head', 'deprel', 'post', 'mask', 'length', 'adj']
>>> post_size: 146
>>> pos_size: 19
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 0
>> saved: ./DualGCN/state_dict/dualgcn_mams_acc_0.2994_f1_0.1536
loss: 1.4982, acc: 0.2500, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2812, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2843, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2812, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2822, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2812, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2804, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2795, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2821, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2829, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2901, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2906, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2866, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2872, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2936, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2926, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2931, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2908, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2926, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2930, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2921, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2975, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3002, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3005, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2983, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3021, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3011, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2969, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2971, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2963, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2934, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2906, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2900, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2923, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2946, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2959, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2942, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2973, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2966, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2969, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2980, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2955, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2967, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2951, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2945, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2948, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2942, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2936, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2946, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2965, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2975, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2984, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3002, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3003, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2997, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3006, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2993, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2987, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2981, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2983, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2985, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2979, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2981, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2982, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2964, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2972, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2974, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2975, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2957, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2959, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2961, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2944, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2946, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2960, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2955, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2945, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2940, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2936, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2944, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2957, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2976, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2983, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2967, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2969, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2948, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2955, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2951, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2958, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2965, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2961, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2946, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2938, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2924, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2925, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2932, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2923, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2930, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2932, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2923, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2925, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2931, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2942, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2939, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2945, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2937, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2938, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2940, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2937, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2933, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2948, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2950, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2947, test_acc: 0.2994, f1: 0.1536
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 1
loss: nan, acc: 0.1875, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.1875, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.1875, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2188, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2125, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2083, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2321, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2500, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2500, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2687, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2670, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2708, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2596, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2545, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2625, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2617, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2757, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2812, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2763, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2687, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2649, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2699, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2690, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2708, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2775, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2764, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2778, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2790, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2759, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2812, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2823, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2812, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2822, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2776, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2786, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2778, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2770, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2845, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2853, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2859, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2896, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2917, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2936, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2955, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2986, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2989, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3032, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2995, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2997, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3013, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2966, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2969, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3007, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2998, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2989, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3013, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3026, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3017, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3019, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3042, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3023, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3004, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2986, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2979, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3000, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2992, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2985, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2987, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2953, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2938, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2923, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2908, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2920, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2931, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2917, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2911, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2898, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2893, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2880, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2875, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2901, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2896, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2884, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2894, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2868, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2863, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2881, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2869, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2865, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2854, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2864, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2867, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2863, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2879, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2875, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2917, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2919, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2927, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2942, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2925, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2921, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2911, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2894, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2873, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2881, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2883, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2874, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2870, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2867, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2869, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2894, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2902, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2898, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2911, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2913, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2920, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2917, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2924, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2910, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2938, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2939, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2935, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2932, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2933, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2940, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2946, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2943, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2949, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2946, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2957, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2944, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2945, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2928, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2929, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2935, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2937, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2933, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2930, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2932, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2929, test_acc: 0.2994, f1: 0.1536
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 2
loss: nan, acc: 0.3125, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3125, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2917, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3438, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3375, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2917, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3036, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2969, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2917, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2812, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2841, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2865, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2788, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2768, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2750, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2773, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2904, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2986, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2961, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2906, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2887, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2955, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2989, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2995, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2975, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2981, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2963, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2946, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2974, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2958, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2984, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2969, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3030, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3015, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3000, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2986, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2956, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2928, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2933, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2969, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2942, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2946, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2907, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2884, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2847, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2840, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2846, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2852, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2857, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2863, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2843, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2837, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2866, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2905, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2943, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2913, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2939, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2909, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2871, test_acc: 0.2994, f1: 0.1536
